OrderID,CustomerID,EmployeeID,ProductID,OrderDate,Quantity,UnitPrice,UnitCost,DiscountPct
71,463,6,33,2025-11-11,1,420924,285000,0.1
72,387,8,7,2025-12-17,4,571254,384000,0.1
73,110,16,55,2024-01-02,1,78058,57000,0.0
74,266,15,10,2024-08-19,2,728704,377000,0.2
75,441,14,2,2024-05-03,1,457712,313000,0.1
76,118,13,89,2024-03-13,2,273964,141000,0.15
77,189,10,12,2024-11-16,1,200189,128000,0.0
78,347,5,18,2025-10-18,4,542999,398000,0.05
79,313,6,9,2024-01-09,5,449456,257000,0.2
80,384,5,57,2025-10-05,3,683509,406000,0.05
81,45,4,53,2024-08-10,5,269183,146000,0.15
82,180,14,18,2025-01-28,1,542999,398000,0.2
83,331,3,41,2024-10-10,2,579025,345000,0.05
84,370,20,32,2025-09-06,5,484101,322000,0.2
85,266,20,37,2024-07-29,1,466547,278000,0.1
86,331,2,66,2024-10-29,2,636541,341000,0.15
87,124,16,31,2024-04-25,4,317221,202000,0.15
88,456,1,82,2025-06-24,5,354688,203000,0.0
89,441,19,47,2025-01-31,3,325148,173000,0.05
90,89,16,54,2025-11-30,3,295710,156000,0.2
91,35,1,99,2025-08-24,1,754227,445000,0.0
92,486,13,34,2024-03-02,2,886449,498000,0.0
93,217,13,65,2025-03-01,3,173690,128000,0.2
94,79,9,11,2025-09-22,5,501111,364000,0.2
95,472,7,11,2025-06-07,3,501111,364000,0.0
96,301,3,20,2025-02-04,5,188439,117000,0.1
97,126,3,40,2024-02-29,4,612399,307000,0.05
98,312,2,56,2025-09-18,1,863852,432000,0.15
99,363,5,40,2024-01-13,2,612399,307000,0.0
100,488,12,90,2025-05-23,1,260462,156000,0.05
101,191,5,67,2024-06-19,5,327734,181000,0.1
102,172,14,96,2024-01-31,3,110974,65000,0.0
103,365,19,35,2024-09-26,5,801865,464000,0.0
104,262,12,81,2025-04-11,1,402769,257000,0.15
105,189,6,8,2024-06-19,4,506180,391000,0.2
106,371,4,33,2025-11-21,1,420924,285000,0.2
107,440,1,30,2024-02-15,5,836817,422000,0.0
108,197,5,32,2025-01-07,1,484101,322000,0.15
109,215,8,23,2025-11-02,1,435414,346000,0.2
110,139,3,42,2024-11-23,2,387805,204000,0.15
111,345,2,74,2025-05-29,3,481960,308000,0.0
112,489,13,23,2024-02-17,2,435414,346000,0.2
113,168,3,9,2024-11-14,4,449456,257000,0.1
114,103,10,71,2025-01-12,4,899254,479000,0.0
115,238,12,73,2024-09-05,3,148321,84000,0.2
116,390,8,76,2025-07-13,4,67949,56000,0.05
117,120,18,20,2024-01-25,1,188439,117000,0.15
118,389,13,45,2024-01-02,1,732045,452000,0.1
119,272,8,95,2024-07-29,3,377246,224000,0.0
120,365,9,54,2024-05-25,4,295710,156000,0.0
121,212,12,12,2025-06-16,1,200189,128000,0.05
122,259,5,59,2024-04-07,1,468552,288000,0.2
123,291,2,82,2025-08-29,4,354688,203000,0.0
124,134,11,56,2024-10-25,2,863852,432000,0.05
125,140,8,51,2025-04-08,3,525757,280000,0.1
126,56,5,10,2025-08-21,2,728704,377000,0.05
127,161,14,14,2025-04-22,2,615107,440000,0.15
128,232,10,16,2024-07-31,5,150904,81000,0.1
129,81,10,60,2024-04-02,3,272251,183000,0.0
130,428,11,91,2024-08-08,5,128108,89000,0.0
131,203,17,19,2024-12-30,1,484036,311000,0.05
132,16,13,7,2024-06-27,3,571254,384000,0.1
133,49,15,58,2024-09-12,5,282366,172000,0.2
134,32,8,14,2024-01-13,2,615107,440000,0.0
135,352,3,17,2025-01-16,2,195974,134000,0.15
136,12,3,75,2024-03-17,5,615439,387000,0.1
137,464,11,26,2024-04-04,4,579595,443000,0.05
138,87,19,16,2024-02-21,1,150904,81000,0.15
139,196,14,56,2024-01-31,4,863852,432000,0.15
140,141,9,23,2024-07-10,3,435414,346000,0.05
141,318,20,58,2025-09-20,2,282366,172000,0.0
142,452,18,32,2025-02-25,3,484101,322000,0.15
143,197,5,62,2024-10-13,1,230470,154000,0.0
144,323,18,54,2024-09-12,2,295710,156000,0.2
145,279,16,3,2025-05-06,4,285890,144000,0.1
146,199,9,45,2024-11-25,5,732045,452000,0.2
147,113,1,24,2025-09-03,1,510411,408000,0.1
148,272,12,100,2025-04-28,3,130122,92000,0.0
149,52,8,99,2024-06-12,5,754227,445000,0.05
150,418,2,85,2025-06-30,2,572260,305000,0.1
151,182,6,98,2025-02-01,2,252844,145000,0.2
152,413,12,23,2024-11-21,2,435414,346000,0.2
153,289,5,76,2025-08-04,1,67949,56000,0.1
154,159,6,73,2025-07-09,2,148321,84000,0.15
155,120,20,63,2024-02-27,1,639248,338000,0.0
156,1,11,29,2025-05-04,1,147705,110000,0.2
157,368,6,79,2024-12-14,2,250982,148000,0.05
158,301,5,42,2024-05-31,1,387805,204000,0.0
159,492,3,100,2025-01-08,1,130122,92000,0.2
160,173,10,48,2024-04-13,4,725534,462000,0.2
161,406,16,42,2025-03-23,2,387805,204000,0.05
162,496,18,84,2025-12-25,3,133333,78000,0.05
163,341,19,89,2024-08-16,5,273964,141000,0.1
164,151,5,23,2025-12-06,4,435414,346000,0.1
165,436,19,23,2025-02-04,1,435414,346000,0.2
166,472,20,5,2024-11-21,2,501235,278000,0.2
167,73,11,29,2025-05-23,5,147705,110000,0.0
168,164,6,96,2024-12-21,1,110974,65000,0.05
169,6,9,82,2025-04-02,1,354688,203000,0.1
170,132,4,27,2024-12-24,2,381913,245000,0.0
171,225,14,93,2025-01-30,1,781223,436000,0.0
172,180,18,22,2025-01-22,4,353698,252000,0.15
173,334,8,49,2025-08-14,1,432853,263000,0.15
174,151,1,21,2024-02-04,4,527487,336000,0.0
175,176,6,41,2024-03-16,3,579025,345000,0.0
176,483,3,49,2025-07-14,2,432853,263000,0.0
177,361,1,44,2025-05-09,5,533229,334000,0.2
178,81,2,56,2025-03-20,2,863852,432000,0.2
179,210,18,13,2024-07-13,3,670509,409000,0.05
180,145,10,93,2025-11-07,5,781223,436000,0.1
181,293,18,31,2025-02-06,1,317221,202000,0.0
182,2,14,63,2025-01-04,2,639248,338000,0.0
183,103,4,12,2025-05-06,3,200189,128000,0.2
184,150,3,4,2025-10-15,2,213367,177000,0.05
185,242,16,61,2025-02-11,1,184225,100000,0.1
186,279,13,85,2025-10-19,3,572260,305000,0.0
187,96,15,24,2025-01-13,3,510411,408000,0.15
188,135,8,6,2025-04-21,3,618850,348000,0.15
189,386,4,35,2024-06-03,5,801865,464000,0.0
190,498,19,11,2025-02-27,3,501111,364000,0.2
191,420,17,30,2025-01-31,5,836817,422000,0.0
192,452,8,54,2025-08-09,5,295710,156000,0.15
193,463,2,61,2025-02-08,3,184225,100000,0.0
194,347,20,65,2025-08-08,5,173690,128000,0.2
195,486,6,19,2024-06-26,1,484036,311000,0.15
196,217,3,28,2024-02-13,2,158902,91000,0.05
197,76,20,88,2025-10-04,4,141570,73000,0.05
198,199,18,34,2024-03-30,3,886449,498000,0.0
199,267,15,51,2024-10-09,5,525757,280000,0.1
200,401,14,2,2025-06-19,5,457712,313000,0.2
201,291,19,15,2024-05-31,4,564164,320000,0.05
202,400,4,75,2025-07-30,1,615439,387000,0.0
203,136,13,37,2025-02-24,5,466547,278000,0.1
204,243,2,84,2025-09-15,4,133333,78000,0.2
205,317,20,23,2024-05-27,3,435414,346000,0.15
206,456,11,88,2025-02-09,4,141570,73000,0.0
207,472,9,89,2025-05-01,2,273964,141000,0.0
208,160,9,48,2024-11-06,1,725534,462000,0.1
209,154,15,63,2024-05-17,1,639248,338000,0.05
210,310,3,100,2025-03-02,3,130122,92000,0.1
211,380,16,25,2025-02-20,4,356587,291000,0.05
212,264,6,98,2024-02-27,5,252844,145000,0.1
213,70,17,9,2025-02-17,3,449456,257000,0.2
214,449,7,73,2024-07-16,1,148321,84000,0.05
215,26,12,8,2025-04-12,2,506180,391000,0.0
216,422,15,91,2025-01-12,2,128108,89000,0.1
217,16,8,65,2025-11-28,4,173690,128000,0.0
218,91,16,48,2025-04-01,4,725534,462000,0.2
219,84,9,76,2024-12-18,5,67949,56000,0.1
220,198,2,96,2024-01-29,1,110974,65000,0.1
221,332,8,21,2024-08-14,5,527487,336000,0.05
222,210,17,87,2025-10-29,2,866392,494000,0.1
223,332,6,3,2024-05-15,1,285890,144000,0.15
224,312,10,77,2024-09-15,1,92902,58000,0.05
225,437,12,92,2025-01-20,3,759219,396000,0.15
226,155,17,59,2025-04-22,3,468552,288000,0.05
227,4,17,80,2024-04-14,4,341486,186000,0.2
228,305,20,85,2025-10-24,3,572260,305000,0.2
229,33,11,37,2025-05-08,3,466547,278000,0.0
230,336,10,36,2024-09-24,3,236121,173000,0.1
231,461,2,25,2024-09-03,2,356587,291000,0.2
232,72,1,77,2025-11-28,4,92902,58000,0.1
233,465,14,84,2024-09-22,4,133333,78000,0.1
234,363,19,52,2025-08-20,4,107522,76000,0.0
235,274,16,25,2025-12-03,3,356587,291000,0.05
236,433,6,86,2024-11-03,3,619302,320000,0.2
237,50,16,85,2024-10-27,5,572260,305000,0.05
238,485,11,17,2024-07-06,3,195974,134000,0.2
239,115,10,84,2024-12-29,1,133333,78000,0.05
240,300,10,54,2024-09-23,3,295710,156000,0.1
241,444,19,60,2024-02-24,1,272251,183000,0.15
242,456,7,75,2025-04-28,5,615439,387000,0.0
243,153,14,65,2025-06-26,1,173690,128000,0.15
244,176,14,7,2024-07-24,2,571254,384000,0.05
245,442,6,73,2024-11-19,4,148321,84000,0.05
246,324,6,100,2024-12-06,1,130122,92000,0.15
247,141,7,41,2025-04-07,1,579025,345000,0.0
248,251,3,98,2024-06-11,2,252844,145000,0.2
249,220,13,17,2025-10-10,5,195974,134000,0.15
250,20,18,55,2024-01-05,4,78058,57000,0.15
251,388,17,26,2024-11-25,3,579595,443000,0.0
252,376,8,25,2025-10-03,1,356587,291000,0.0
253,53,13,29,2024-05-12,3,147705,110000,0.1
254,34,2,65,2024-06-20,5,173690,128000,0.1
255,306,17,39,2025-06-16,3,275775,169000,0.15
256,462,16,44,2024-12-16,4,533229,334000,0.05
257,10,8,46,2025-02-17,2,181428,126000,0.05
258,302,17,29,2024-01-23,2,147705,110000,0.05
259,334,2,22,2025-12-29,1,353698,252000,0.1
260,25,20,49,2025-09-30,3,432853,263000,0.2
261,354,4,7,2024-02-19,1,571254,384000,0.0
262,281,9,54,2024-05-06,4,295710,156000,0.15
263,352,1,61,2025-12-12,2,184225,100000,0.05
264,267,9,39,2025-11-09,4,275775,169000,0.0
265,426,4,80,2025-03-04,5,341486,186000,0.05
266,59,4,66,2024-10-16,5,636541,341000,0.0
267,399,9,64,2024-07-23,2,81699,58000,0.2
268,210,10,67,2025-12-21,2,327734,181000,0.1
269,467,7,21,2025-05-23,1,527487,336000,0.2
270,2,1,89,2024-08-28,4,273964,141000,0.1
271,343,16,86,2025-08-10,1,619302,320000,0.0
272,371,4,20,2024-03-17,1,188439,117000,0.2
273,136,15,33,2024-10-30,2,420924,285000,0.15
274,437,10,7,2024-02-10,1,571254,384000,0.05
275,49,2,47,2024-04-28,3,325148,173000,0.15
276,184,15,2,2024-12-02,2,457712,313000,0.05
277,418,11,80,2025-01-16,3,341486,186000,0.0
278,493,15,24,2025-02-13,1,510411,408000,0.15
279,333,6,35,2025-03-07,4,801865,464000,0.15
280,54,14,15,2024-06-12,2,564164,320000,0.0
281,225,6,76,2025-11-25,4,67949,56000,0.2
282,15,5,79,2025-09-18,4,250982,148000,0.1
283,226,2,62,2025-02-25,4,230470,154000,0.0
284,361,17,9,2024-01-13,3,449456,257000,0.1
285,490,11,99,2024-08-17,5,754227,445000,0.2
286,222,8,67,2024-04-07,5,327734,181000,0.2
287,430,18,62,2024-06-01,3,230470,154000,0.15
288,479,6,79,2025-10-20,1,250982,148000,0.0
289,39,16,65,2024-06-18,4,173690,128000,0.15
290,26,17,42,2024-10-11,2,387805,204000,0.1
291,419,8,29,2025-02-16,5,147705,110000,0.15
292,230,3,11,2025-08-09,4,501111,364000,0.15
293,255,1,64,2024-05-01,4,81699,58000,0.1
294,286,18,14,2024-02-06,4,615107,440000,0.15
295,327,10,1,2025-09-25,1,234738,139000,0.2
296,344,15,66,2025-11-01,5,636541,341000,0.05
297,433,15,44,2024-08-16,3,533229,334000,0.0
298,243,12,43,2025-09-06,5,288284,203000,0.2
299,389,8,92,2024-04-09,4,759219,396000,0.0
300,494,10,1,2025-10-10,3,234738,139000,0.1
301,55,2,71,2025-12-19,5,899254,479000,0.1
302,55,9,22,2025-02-23,4,353698,252000,0.05
303,477,13,79,2024-05-03,2,250982,148000,0.05
304,56,14,28,2024-12-12,4,158902,91000,0.05
305,235,19,6,2025-04-06,5,618850,348000,0.0
306,272,2,65,2024-01-05,2,173690,128000,0.15
307,474,17,71,2025-05-09,4,899254,479000,0.2
308,375,5,100,2024-06-26,2,130122,92000,0.2
309,452,11,14,2025-09-12,4,615107,440000,0.2
310,469,8,65,2025-09-15,4,173690,128000,0.15
311,232,5,36,2024-10-28,4,236121,173000,0.1
312,454,17,18,2025-12-17,4,542999,398000,0.2
313,378,18,39,2025-12-29,5,275775,169000,0.1
314,320,10,81,2024-08-02,2,402769,257000,0.05
315,333,6,88,2025-12-28,3,141570,73000,0.05
316,60,12,65,2025-12-28,5,173690,128000,0.1
317,483,14,72,2025-08-07,4,531452,441000,0.2
318,414,1,87,2025-03-08,5,866392,494000,0.1
319,75,2,67,2025-01-25,1,327734,181000,0.0
320,385,6,86,2024-09-30,1,619302,320000,0.05
321,354,10,37,2024-03-04,3,466547,278000,0.05
322,417,15,27,2025-01-02,5,381913,245000,0.0
323,381,18,14,2024-08-17,5,615107,440000,0.2
324,148,2,50,2025-12-13,2,244295,174000,0.2
325,161,18,49,2025-12-02,4,432853,263000,0.15
326,318,15,7,2024-07-26,1,571254,384000,0.1
327,379,20,29,2025-07-13,3,147705,110000,0.2
328,91,3,26,2025-04-04,2,579595,443000,0.1
329,194,2,24,2024-05-02,2,510411,408000,0.2
330,67,6,55,2024-09-27,3,78058,57000,0.2
331,239,5,75,2024-12-04,3,615439,387000,0.0
332,27,20,6,2025-09-03,2,618850,348000,0.1
333,282,12,85,2025-08-09,3,572260,305000,0.15
334,490,6,10,2024-08-13,3,728704,377000,0.2
335,213,18,67,2024-06-12,1,327734,181000,0.2
336,114,7,69,2024-12-23,4,214926,121000,0.0
337,151,7,85,2025-01-04,3,572260,305000,0.1
338,288,1,97,2025-05-01,5,246451,166000,0.2
339,464,20,15,2024-09-03,3,564164,320000,0.15
340,454,11,80,2025-11-29,2,341486,186000,0.0
341,277,10,49,2024-09-19,1,432853,263000,0.15
342,412,17,4,2025-06-10,5,213367,177000,0.1
343,460,7,58,2024-10-30,4,282366,172000,0.0
344,86,18,42,2024-04-08,5,387805,204000,0.0
345,344,7,69,2024-08-03,1,214926,121000,0.0
346,276,14,88,2024-07-29,4,141570,73000,0.0
347,236,11,83,2024-01-25,1,147849,97000,0.05
348,92,9,5,2024-02-25,1,501235,278000,0.0
349,467,9,72,2024-08-21,1,531452,441000,0.2
350,208,14,53,2025-10-07,4,269183,146000,0.15
351,61,18,41,2025-11-20,1,579025,345000,0.15
352,24,3,1,2025-08-22,5,234738,139000,0.0
353,403,10,46,2024-10-23,5,181428,126000,0.0
354,196,13,78,2025-03-24,1,201181,104000,0.1
355,274,8,85,2024-06-09,1,572260,305000,0.15
356,492,5,18,2024-10-29,4,542999,398000,0.2
357,448,18,39,2025-07-20,3,275775,169000,0.0
358,294,20,19,2024-01-06,1,484036,311000,0.0
359,157,7,51,2024-03-28,5,525757,280000,0.2
360,464,17,96,2025-02-26,3,110974,65000,0.05
361,316,9,19,2024-08-14,2,484036,311000,0.05
362,410,19,25,2025-11-18,1,356587,291000,0.05
363,282,3,7,2025-10-22,5,571254,384000,0.15
364,102,19,38,2024-04-10,1,313675,175000,0.1
365,344,8,63,2024-05-11,3,639248,338000,0.1
366,461,7,13,2024-03-12,3,670509,409000,0.2
367,316,10,41,2024-12-02,4,579025,345000,0.15
368,291,12,89,2025-08-02,5,273964,141000,0.05
369,161,8,41,2024-01-05,4,579025,345000,0.05
370,69,11,29,2025-01-03,4,147705,110000,0.1
371,397,10,62,2025-01-02,4,230470,154000,0.15
372,331,20,63,2024-06-28,5,639248,338000,0.0
373,101,9,11,2025-07-05,3,501111,364000,0.05
374,435,17,94,2024-01-20,1,98417,77000,0.0
375,208,19,81,2025-08-15,1,402769,257000,0.2
376,279,18,28,2024-09-23,1,158902,91000,0.2
377,115,19,61,2025-02-05,2,184225,100000,0.1
378,257,17,94,2025-04-20,3,98417,77000,0.05
379,6,8,12,2025-05-29,4,200189,128000,0.1
380,229,6,79,2024-05-23,2,250982,148000,0.2
381,447,5,23,2025-11-06,5,435414,346000,0.2
382,113,16,95,2024-02-11,4,377246,224000,0.1
383,120,2,30,2025-01-13,1,836817,422000,0.1
384,199,16,86,2025-01-04,2,619302,320000,0.2
385,166,4,59,2025-10-26,1,468552,288000,0.0
386,297,18,91,2024-09-26,5,128108,89000,0.1
387,194,12,73,2025-10-31,2,148321,84000,0.15
388,193,8,76,2024-09-14,1,67949,56000,0.2
389,250,16,67,2024-12-19,4,327734,181000,0.1
390,226,6,78,2024-05-22,1,201181,104000,0.2
391,144,7,30,2025-10-20,1,836817,422000,0.2
392,309,4,20,2025-01-05,2,188439,117000,0.05
393,369,4,85,2024-12-04,2,572260,305000,0.15
394,303,6,62,2024-08-03,4,230470,154000,0.15
395,23,5,83,2024-09-06,4,147849,97000,0.0
396,323,17,74,2024-05-17,5,481960,308000,0.05
397,86,9,6,2024-02-27,5,618850,348000,0.05
398,497,19,24,2025-09-05,5,510411,408000,0.15
399,111,15,82,2024-03-28,1,354688,203000,0.1
400,113,14,78,2024-06-23,4,201181,104000,0.15
401,320,17,77,2024-07-05,2,92902,58000,0.2
402,306,19,34,2025-04-09,2,886449,498000,0.1
403,68,4,9,2025-01-29,2,449456,257000,0.15
404,351,14,3,2025-05-31,2,285890,144000,0.2
405,244,20,20,2024-06-30,5,188439,117000,0.0
406,386,4,77,2025-05-30,1,92902,58000,0.2
407,277,1,12,2025-09-09,4,200189,128000,0.05
408,190,2,100,2025-03-06,4,130122,92000,0.2
409,481,16,90,2024-08-22,5,260462,156000,0.15
410,412,19,99,2025-08-26,4,754227,445000,0.1
411,245,8,13,2024-09-17,4,670509,409000,0.05
412,210,9,11,2025-07-10,3,501111,364000,0.2
413,268,4,25,2025-08-14,1,356587,291000,0.0
414,106,11,67,2025-11-01,1,327734,181000,0.15
415,219,19,53,2024-06-07,3,269183,146000,0.0
416,290,12,33,2025-03-09,3,420924,285000,0.2
417,212,18,79,2024-07-27,3,250982,148000,0.15
418,287,18,72,2025-01-14,4,531452,441000,0.05
419,177,13,62,2025-08-14,3,230470,154000,0.1
420,229,6,95,2024-08-23,2,377246,224000,0.0
421,403,11,13,2025-02-14,2,670509,409000,0.2
422,200,1,71,2024-06-13,5,899254,479000,0.0
423,223,3,12,2025-09-06,2,200189,128000,0.15
424,41,20,9,2025-01-14,3,449456,257000,0.05
425,336,17,5,2025-09-20,4,501235,278000,0.15
426,328,16,37,2024-06-28,5,466547,278000,0.0
427,477,17,57,2025-11-03,1,683509,406000,0.05
428,262,17,37,2025-09-05,2,466547,278000,0.0
429,346,2,90,2024-06-22,2,260462,156000,0.2
430,45,9,47,2024-06-10,2,325148,173000,0.0
431,203,13,100,2025-11-16,4,130122,92000,0.1
432,378,3,76,2024-01-16,2,67949,56000,0.2
433,469,19,12,2025-07-26,5,200189,128000,0.1
434,311,7,45,2024-08-19,3,732045,452000,0.1
435,134,6,59,2024-01-05,4,468552,288000,0.2
436,38,17,53,2025-07-26,5,269183,146000,0.0
437,490,9,38,2025-06-09,3,313675,175000,0.0
438,227,13,69,2025-12-11,5,214926,121000,0.1
439,493,15,73,2024-12-13,4,148321,84000,0.05
440,247,4,88,2024-01-29,4,141570,73000,0.2
441,404,8,34,2025-10-10,1,886449,498000,0.15
442,490,12,87,2025-02-26,2,866392,494000,0.1
443,427,9,67,2025-12-18,5,327734,181000,0.0
444,345,11,32,2025-02-12,3,484101,322000,0.0
445,161,12,10,2025-05-02,5,728704,377000,0.05
446,485,7,28,2024-07-06,5,158902,91000,0.1
447,447,9,64,2024-09-04,2,81699,58000,0.05
448,429,20,27,2024-09-12,2,381913,245000,0.05
449,472,3,46,2024-05-02,2,181428,126000,0.0
450,392,18,87,2024-01-07,4,866392,494000,0.2
451,162,16,6,2025-09-27,4,618850,348000,0.1
452,392,17,74,2024-07-06,3,481960,308000,0.15
453,66,2,36,2025-08-13,4,236121,173000,0.05
454,17,17,68,2025-07-07,4,380357,285000,0.15
455,500,4,45,2025-04-13,4,732045,452000,0.05
456,353,1,90,2024-11-19,5,260462,156000,0.15
457,52,11,2,2025-08-17,2,457712,313000,0.15
458,281,9,47,2024-07-10,5,325148,173000,0.1
459,176,12,31,2025-09-19,3,317221,202000,0.15
460,215,12,24,2024-08-03,4,510411,408000,0.15
461,93,19,47,2025-04-06,4,325148,173000,0.1
462,370,9,17,2024-04-12,5,195974,134000,0.05
463,101,5,31,2025-01-25,5,317221,202000,0.15
464,91,14,95,2024-01-10,2,377246,224000,0.15
465,369,11,64,2025-06-30,2,81699,58000,0.2
466,440,19,63,2025-07-29,3,639248,338000,0.1
467,84,2,7,2025-12-08,4,571254,384000,0.0
468,50,15,28,2025-10-06,3,158902,91000,0.15
469,185,18,96,2025-01-04,3,110974,65000,0.1
470,211,4,72,2024-01-21,3,531452,441000,0.1
471,295,18,45,2025-08-13,5,732045,452000,0.05
472,345,17,23,2024-11-28,3,435414,346000,0.1
473,315,10,63,2025-01-25,4,639248,338000,0.0
474,414,11,60,2025-10-17,2,272251,183000,0.05
475,435,3,54,2025-02-18,5,295710,156000,0.2
476,161,11,11,2024-08-21,2,501111,364000,0.1
477,331,13,84,2025-09-11,3,133333,78000,0.1
478,267,15,35,2025-08-24,4,801865,464000,0.1
479,65,8,53,2024-01-24,2,269183,146000,0.05
480,86,13,85,2024-08-03,3,572260,305000,0.0
481,281,2,14,2025-04-29,1,615107,440000,0.0
482,54,9,4,2024-03-26,4,213367,177000,0.2
483,477,13,80,2025-11-01,2,341486,186000,0.0
484,227,5,40,2024-10-17,2,612399,307000,0.05
485,18,12,17,2024-01-30,5,195974,134000,0.05
486,479,9,42,2025-07-07,4,387805,204000,0.15
487,277,6,71,2025-12-15,4,899254,479000,0.05
488,384,19,76,2025-10-08,5,67949,56000,0.15
489,466,12,56,2024-11-13,5,863852,432000,0.2
490,227,10,62,2024-04-01,5,230470,154000,0.05
491,156,1,47,2024-06-08,4,325148,173000,0.1
492,147,16,1,2024-12-18,5,234738,139000,0.05
493,154,1,69,2025-05-03,1,214926,121000,0.15
494,119,1,99,2025-09-03,4,754227,445000,0.1
495,452,18,71,2025-02-25,3,899254,479000,0.05
496,367,13,56,2024-06-16,4,863852,432000,0.05
497,217,8,49,2024-03-22,2,432853,263000,0.1
498,333,18,67,2024-10-18,5,327734,181000,0.1
499,94,5,35,2024-03-11,4,801865,464000,0.05
500,232,9,38,2025-09-24,1,313675,175000,0.15
501,165,1,90,2024-07-11,5,260462,156000,0.15
502,96,4,20,2024-01-23,1,188439,117000,0.2
503,373,1,37,2025-03-24,3,466547,278000,0.05
504,253,7,30,2024-01-16,1,836817,422000,0.05
505,191,15,44,2025-05-25,4,533229,334000,0.1
506,432,5,90,2024-03-23,1,260462,156000,0.1
507,279,16,8,2024-03-14,3,506180,391000,0.15
508,425,1,24,2025-01-25,2,510411,408000,0.1
509,127,2,16,2025-03-29,2,150904,81000,0.15
510,341,7,26,2025-06-17,4,579595,443000,0.0
511,82,2,61,2024-11-26,4,184225,100000,0.1
512,130,16,96,2024-05-05,5,110974,65000,0.2
513,455,2,82,2025-01-04,3,354688,203000,0.05
514,325,14,86,2024-08-29,2,619302,320000,0.0
